block,tx,token,bnb_in,tokens_out,mcap_d_usd,mcap_n2_usd,mcap_low_usd,mcap_ath_usd,ath_offset_blocks,post_buy_points,ath_mult_vs_d,ath_mult_vs_n2,dd_mult_vs_n2
98963541,0x6f424dab3a7589ef0bb1e5d11dafd5d7a88f949e6e6ebc21cc898fd3f167f26d,0xbd43b228e61a12f96752dde8a74c7a7b54104444,0.683100,32282872.49,13331,17912,11582,53524,535,1295,4.02,2.99,0.65
98963938,0xe486fbb6396675a97c8c1917cc5b4ea82d7b939556e9cf094a88e375e16782ae,0xbd43b228e61a12f96752dde8a74c7a7b54104444,0.683100,25579380.46,16824,23190,20459,53524,138,1201,3.18,2.31,0.88
98966089,0x3d8357e6cc28ffb3f799f9094e2517c016c61768a96ba1ab119a2cb8f55a7914,0x912bf6fb81b8c2865c18cd4fecf116bac84c4444,0.683100,82469007.84,5218,7033,5814,8356,134,111,1.60,1.19,0.83
98980775,0xe101e034af1e85e8451b8b40106e7d26f1ce1069dbe6a2ed63eab7ce1f18d3b9,0xd4ae536d3b8d2061ad232313b615d9fe39204444,0.683100,64036701.27,6720,20313,11575,24891,34,978,3.70,1.23,0.57
98984479,0x8b2d45e578865d41aedabe178366f16ac4da5dc28a4440ce5d53acd6b338cbcb,0xbbf45f5f975f7c0838c7108304c1e4c52d264444,0.683100,77917370.99,5523,6995,6642,8352,56,59,1.51,1.19,0.95
98990110,0x1f05de2cef4126183a11b5a1b0f76ee3e50c0b43868ed2f0871cd28de63b27d4,0x816071a8df53348cfaa54f6eb74a673adf984444,0.683100,86350785.58,4984,6512,6512,7474,1,39,1.50,1.15,1.00
98994823,0x959d60e65f2a58ece7822f8a7bc08846369c814a44fe83f5a41a6ea661a2c3d9,0xd431b6b8a5f5176775972830d295d280f7a84444,0.683100,58932008.30,7303,9686,7890,17961,132,274,2.46,1.85,0.81
98996479,0x90b1b77a0313bfcf982a520f8842e907bac4f95790c7854a01bd52fabdb08dfd,0xa4518cb271e9350efc2fbcd9538ea71578f14444,0.495000,78423578.30,3976,5449,4762,5787,30,39,1.46,1.06,0.87
99000095,0xa43194a828b964f59c8c4f39ac8da957303e896fb8696aff9d47e4f0574addbb,0x9c51e2e8690e5ce7a1086cc651a442c2e0824444,0.683100,34410554.36,12506,15726,15726,17020,2,189,1.36,1.08,1.00
99003916,0x8e0de8e1b041003e792cb1dfc5069c23f35adc748084c59f672136675ffa9624,0x985675f0ad4453c8ce53a0dedf0dd44b8e5b4444,0.990000,18807935.96,33162,35908,35908,40705,6,695,1.23,1.13,1.00
99004087,0x3a981d99fe8f60bb8518a774e16c55188670640608a11cff3a3e36618c222ec1,0x985675f0ad4453c8ce53a0dedf0dd44b8e5b4444,0.683100,28444171.24,15130,19854,17502,21059,10,465,1.39,1.06,0.88
99015137,0x47d18b7ea4840029a891e3686c23d4b96ff7ded2122cf7efe6fbdd259d85bbaa,0x78df06c3c48c63e1fa51e9223efc004f8e844444,0.683100,29406058.55,14635,19437,15843,30002,239,565,2.05,1.54,0.82
99018065,0x007dfb05619750c459eebb9b968bff012ec67e72263353e3f7b817f27d1dd375,0x73c1175ce3bb02d906d387800230d5f31bbb4444,0.683100,78806710.11,5461,13360,11308,17644,12,67,3.23,1.32,0.85
99018066,0xef0111ea5bdfa727802dcc742950d3476d6e9d90840ab43f0b977277ba60e1d9,0x73c1175ce3bb02d906d387800230d5f31bbb4444,0.683100,47160464.23,9125,14385,11308,17644,11,65,1.93,1.23,0.79
99018066,0x11838f89d5b481a7a93d300c479d9483136a31a0d42394bc1beb5daa621cb465,0x73c1175ce3bb02d906d387800230d5f31bbb4444,0.683100,40168667.75,10714,14385,11308,17644,11,65,1.65,1.23,0.79
99018100,0x3a7dec642460498a302b537e15e7efdb368efb2ce56301ededa664a6bbdc6647,0xb52c20a74f97b23eb5264000bec4addc13354444,0.683100,83985256.51,5124,8463,8463,10384,1,50,2.03,1.23,1.00
99018101,0x283ffada4598d13cbd466dfb1a971c3dafc0c7d1a6471c8e12a2952f597009d7,0xb52c20a74f97b23eb5264000bec4addc13354444,0.683100,50588840.53,8507,9505,9505,10384,0,48,1.22,1.09,1.00
99135610,0x718acf8c2e7f1a5ea7c8192a9c7714e29be5fd3cc48b5f5b33e8baa38145d3ed,0x251c9626c6fdbb6567170fd97d6089cae2204444,954.220361,25400324.46,23667368,28886627,26598735,36078105,33,79,1.52,1.25,0.92
99146815,0xb23529fd3f4b67c3003e734f86fef04d69a67c2c55c9e7c67c3f19f46c894f0d,0x9ee6e652905be8966ff3a9e1d72ba88e0fd14444,0.683100,75557727.36,5696,11127,8094,23355,11,99,4.10,2.10,0.73
99146815,0x39141a73e66d5103fd04ab28c457e05d7e421b82792248859b991c9975d3402a,0x9ee6e652905be8966ff3a9e1d72ba88e0fd14444,0.683100,51961289.75,8282,11127,8094,23355,11,99,2.82,2.10,0.73
99146852,0x5bf59d0ff6e83ae928a8f3fe47f43c006571cbb0381c576d93d13ce2779ecc4d,0x45b5042ff7c984589180900e746ccec0bf224444,0.683100,87877815.43,4897,7144,5465,10496,14,59,2.14,1.47,0.77
99157992,0x675c24f13ef5d4e808794e80c91874ce9c4818fb9dccd88a0b54411d32a52e66,0xc168c71d20375c5ac8a5e383b9b8a51e9e5a4444,439.637247,50500450.24,5484535,8017859,7368493,8388662,3,98,1.53,1.05,0.92
99163084,0xb335f070597c7c562ac4a7b3472f633b1f4cb3139080e2b0cebce75011735958,0xf7ba156e779b2da20aa4daf75eb1197d884b4444,0.683100,76683804.33,5612,8355,6769,23551,97,709,4.20,2.82,0.81
99168921,0xc471ac0c4b73e18acae7c292889cd53cbd69f0cd99889a4c075886181ede92d8,0x0490a306fe77344d1e6844969c3032f8e0674444,0.683100,96890927.87,4442,7637,6091,9103,11,63,2.05,1.19,0.80
99169588,0x46ea816965fa7eb8a5a26993939813403337bc8afd88417245a41ec4446496c0,0x93826093f437758284aed3980aba370952354444,0.683100,74243164.39,5797,10511,6944,10976,51,72,1.89,1.04,0.66
99185558,0x023958e7a2e7d922bd22c8cf502110d06ddabb14dcbd0e14b298e0858111799d,0xa4ca88ab93eb9467d217e248b47baef4ac504444,0.683100,92746205.74,4640,6193,6193,7057,2,42,1.52,1.14,1.00
99202026,0xb8f066a2cc57ad4afc883b467ac738f5e0286e5437322b1e075d80d6bbc76e64,0xb1967fbac43c6e2473ff4e0763fc98d8d5c54444,0.683100,75674509.21,5687,8223,8223,9613,6,42,1.69,1.17,1.00
99318681,0xb28c6880dabf062d7ebcb5ac0f9b028b55ee8966712da99f5a432ae0ca9d38f6,0x2cd9bf7d96af8bc6f3126cec064b549d9b3e4444,0.683100,84183986.99,5112,6226,6226,26957,52,500,5.27,4.33,1.00
99322325,0x7afa2d8c2ad7c526c0445a4c3f9869e18cc1b396e05c88c7c018897b0a58efc6,0x3e6ca7a0b74cf139048c74278082cf7470cd4444,0.683100,53110891.58,8103,9816,9625,21237,80,223,2.62,2.16,0.98
99326310,0xd71d1f93b88acef6bdb97c2523993243981b1bca22c780e2fbd38c81a9bbef94,0x6ca6e08a72f6b7822c0ac86e57b201873f544444,0.683100,77518514.03,5552,8455,7551,8632,6,61,1.55,1.02,0.89
99331261,0xa1731be854f4c1d229cef0536248ccd1f7a9ca2e131b30570588e06c6cff991e,0x6f111d44224056fb412fa7e1ed73777a7cd14444,0.683100,84282457.70,5106,4947,4348,9810,121,119,1.92,1.98,0.88
99331294,0xd7b3d4fe38273078afe6efe61adfeb5f11c58ebaf900d97799cf715407d0be63,0x6f111d44224056fb412fa7e1ed73777a7cd14444,0.049500,7171543.44,4348,4404,4404,9810,88,107,2.26,2.23,1.00
99333546,0x472a128536120aa2ad57dd327d1441009cc7cd46a2a8a7b708c4ab8f4a9309a4,0xde4bb39f5cae02bce5d820d517264d72893c4444,0.495000,74165137.29,4205,6119,4789,8992,51,110,2.14,1.47,0.78
99337669,0xfec8fde04ed321eb06bc3c4eb80743e715eaefb93ca3b1817075cefd433fa644,0xea26a9b57b33e6f2b11f07102da89b6127554444,0.683100,20865137.85,20625,24366,15215,55625,57,1367,2.70,2.28,0.62
99337669,0xbe6f3678fbc41a857bca7fa82a14ed7efd3487cfa7489c62180bb6bcb2fda2b5,0xea26a9b57b33e6f2b11f07102da89b6127554444,0.683100,17488521.59,24608,24366,15215,55625,57,1367,2.26,2.28,0.62
99337689,0x09f30b018c7f2e3b9c29b30405391b6719d9ebeaee4d0ffd202f09889b9c7e7c,0xea26a9b57b33e6f2b11f07102da89b6127554444,0.049500,1108818.70,28125,23519,23519,55625,37,1259,1.98,2.37,1.00
99337705,0x5964e2f430fb20c6481e35d798aa76bd242e70f4d1597467ebfdb7278f8ba776,0xea26a9b57b33e6f2b11f07102da89b6127554444,0.495000,10278035.78,30341,34767,34767,55625,21,1165,1.83,1.60,1.00
99337719,0xcf92857866d338220c296cd77dc798c0b291ca8ef9c33ba84e852c0ab61bff3f,0xea26a9b57b33e6f2b11f07102da89b6127554444,0.049500,606250.83,51439,52467,49855,55625,7,1070,1.08,1.06,0.95
99353581,0x7eb48bf767836bd97dbda89025f57f445720970b3da563e5a06ec330049cf6ba,0xb33ddf4dac889c56f38695e0c9868df3b77c4444,0.683100,97086070.22,4433,6375,6375,6617,2,50,1.49,1.04,1.00
99355812,0x46906b110d07ad614d0e675e015acd30f3840d483ac83d7d00d7c5af6b1abee0,0x2c8132611b9430e6d2287eb663129d94660a4444,0.683100,91782197.60,4689,5573,5573,9041,33,47,1.93,1.62,1.00
99355867,0x125881e0594199fa4220a7d78af0ec57af0f862989105eb3e1259d8554fcc997,0x8c64081aefad814b33ba3edd223017e807ad4444,0.683100,94285477.24,4564,6859,6859,7385,0,11,1.62,1.08,1.00
99356867,0x60172a4bcd68e2de4e52d6aed48c9098c5f6ff2b0a2c2376539b9005a0078e10,0xa973d0662abe20224a4ca448c678412ebd904444,0.683100,86341668.31,4984,5721,5439,12050,216,181,2.42,2.11,0.95
99365521,0x99643b36e60d00ebd490118585dedb3e84eb2e986aa2e8586f724decd32e607e,0xbd1d873241c33fb325635f78c187918c6cb74444,1.485000,205573301.52,4551,5825,5825,9898,84,89,2.17,1.70,1.00
99367769,0xb64b8f48fc2f1a0684cf315efeb16417119f22152c701259e2aadd5936fdd89e,0x63af4b584f150a204e2642c1b8ea248caa5d4444,0.683100,68282242.42,6303,9108,6673,19078,95,535,3.03,2.09,0.73
99368402,0x799978d3ce53a43580f81ad940fac1cb22a267d59443059c1e7fb13357e3a5b5,0x539cd616d4e7ec2de24b7d1df65724fe11404444,1.485000,45283806.47,20660,26882,25335,26935,3,186,1.30,1.00,0.94
99370888,0xa7d36ba708ecc804ff939bcf1faceb9407d5b9e74e411fbd411681280a81131b,0x4fb60e7a62745dccb2e155035eb22811b4be4444,0.683100,62754253.73,6858,10282,7729,15313,52,156,2.23,1.49,0.75
99372130,0x5bf83f86a733ad0311db21e5db0abbb924529f326286e7ca1dca6e282c1fd01c,0x2723999a5d2a9a757a19d189cc5ce6f24fe54444,0.683100,98788383.89,4356,5172,5172,6690,1,28,1.54,1.29,1.00
99378149,0xee88bd20007995777c3bfd5ae164a415b55f3a75fd284f88722b02841df6691b,0x708559dfa8fcc534c953d63de933254a10c04444,1.485000,49818241.95,18779,25866,10418,53119,1393,1139,2.83,2.05,0.40
99378382,0x33c744f19ba6268e2a94580a33db6f7f5a9c1dce6b63db31b364d0b876422315,0x885936a0b5810ce839b102741d77659cbd544444,0.683100,60893081.41,7067,11302,11302,11302,2,23,1.60,1.00,1.00
99378718,0xb71b873b8955fe65d961c2cc4b2180a591c1dfac6669b790d4194a2db3659e13,0xad2a6109d13a5400545545b4210bebf271224444,0.495000,79097496.11,3943,5226,5226,6046,1,26,1.53,1.16,1.00
99401902,0xd59112df060fa59fe8a3c38f863459521df7ac0bfda6314ba094f804624da532,0xa44208b5bfa96d860764cf0cd8556904098e4444,0.683100,33007722.37,13038,17509,16382,25391,14,455,1.95,1.45,0.94
99414628,0x9d169cfcc1b7ad367de76605717718f821ad9e728bb9078806cb92980033bd40,0x8c604a79a86295eb9073dfb5c83a43cbce1a4444,0.683100,79703404.14,5399,7575,5862,8687,143,129,1.61,1.15,0.77
99529152,0xe840ea01dfbeb09b8d9f7fab23435424107f9a2fd5de8d7c5e7bdc62355feef5,0xa5df347f5b227ce66b320d0177c5c8f771c64444,0.990000,27015305.40,23087,32073,25969,54665,158,199,2.37,1.70,0.81
99534402,0xf365307450aad7887723933b0c129b77c44707be3b0688c4f08d3fce58f65563,0x16a56bba51c740ed360ba0d4761627c974244444,1.485000,47944377.10,19513,21200,19916,31186,27,599,1.60,1.47,0.94
99545313,0xe428886596547fbf784d13d38e61605e4a18aea867d5765a10b9d2ffe7dcaee8,0xc3126fd8b5f80d04ce98ce140bdbb621480a4444,0.683100,23044350.26,18675,21063,11593,26555,1981,196,1.42,1.26,0.55
99551625,0x490bed1bed2bf15d715c854a61c146f3629ad35692bfa313b078ec1d882b16b1,0x00e12c5635b7c0f93ced80e0566ccb5596544444,0.683100,77774565.79,5533,8488,8488,41606,110,685,7.52,4.90,1.00
99551660,0xfce4cea9796b089284fb4f419ccefcf385f435f56485e834a4f1b7ea5604078f,0x5c7065821f6ced2a36720720c85e5d94b8aa4444,0.683100,73437387.83,5860,6652,6652,9956,0,23,1.70,1.50,1.00
99551896,0x2e516b899ae461a0405e70cfe3b3f23d3fe8d72d94ce90f28202034e246ec122,0x44e9f4b7f9dc585cdd464ad00aa7a50b0fea4444,0.683100,43870002.33,9810,9755,4292,42139,1174,1243,4.30,4.32,0.44
99551935,0x85866dd9eb4bc561d4034ecf9bc746a89246dd953e3b749013264fdd6981705f,0x7981dcdc97cbba350fee82a3403cd498f9a04444,0.683100,37521091.60,11470,8951,8341,22862,35,231,1.99,2.55,0.93
99556176,0xd8cb9a03616cdb5e669543fcc0454509c8d51a12b58e8b412df92a85bc5c76ce,0xc728f0ea2d860ec3773d6f624fe94fa1bf8c4444,0.683100,89110938.14,4829,5640,5640,12475,23,128,2.58,2.21,1.00
99556527,0xa949d2b1de66ce4e573fcb8b4d14eecb1f84b42e720a654668324a1fdfe4c4dc,0x036e590c1564cfb1d3a245dcea8ae316ab4b4444,0.683100,30784344.25,13980,14897,14897,24511,5,446,1.75,1.65,1.00
99562892,0xdf07f5ccdb1f2f3ce9c49e503d362e6f554f35859822bdc5b06e65c09f3a33a4,0xf3f882d95e59671896dc60472d696b0701d04444,0.683100,94312608.44,4563,7592,7262,23712,34,349,5.20,3.12,0.96
99564062,0x40fd73ec04202fedfdc2bc68ea1c2a30bf7ccb14417b8b565ebdc1fdef8d8322,0xad6195371dd614f7183af130f7264774f1054444,0.683100,94312608.44,4563,6330,5213,8976,134,68,1.97,1.42,0.82
99567001,0x9f788a4ec0b3f15c854d45d2e9c586c5912531b6d6b5ace0b5ab55ef837b1c9e,0xb62207cda56c7bf17e869f2b30cc077b19ad4444,0.683100,100701737.06,4274,5059,5059,9111,47,87,2.13,1.80,1.00
99574858,0xf73059e0c34c0358d3fadebd07662cd063b8064bc4c46e8c707b646d5879d946,0x0d9978ba84c82c42adf2514a9b58dd78474d4444,0.495000,67791610.26,4600,5563,5563,13168,55,113,2.86,2.37,1.00
99577835,0x710a0d5d2dd095f2e7073c631615a3cd1f8a878b8d93798fd8458a85a96f7e0d,0x0dd20f783314ff233112a0e91c96e401bdfc4444,0.683100,69042323.04,6233,7095,7095,8951,14,40,1.44,1.26,1.00
99577863,0xa35881d88c1e2875af8da918503b42a5494ee5fa09777b20e9db4530142b32e6,0x42875f8431d4dd1a9b54511b04fa201c04254444,0.683100,105872596.39,4065,5689,5689,5689,2,29,1.40,1.00,1.00
99578155,0xe35e71f00f9a3b1ead773772eab67a221b27faa6c4ffab22aafc82d3c28dcc2b,0x33cdff4c0951836d4ce59615ed30770a8eda4444,0.990000,51517214.24,12107,18667,15795,22850,12,243,1.89,1.22,0.85
99592917,0x2b79d6367f12562bb6df787339f62ffd70a3f0d1e44f869a3c27a0a7db0acb39,0x41f996942138079677cc73acbb8349f702d34444,0.683100,91656405.40,4695,7029,7029,7217,0,12,1.54,1.03,1.00
99594608,0x50b137b30430330aff7a84375deacebf0371c468eefc478a1c8b286662652422,0x9651510c764afc00c1b06e55838d61844c62ffff,0.683100,91856917.61,4685,6987,5655,14140,1833,480,3.02,2.02,0.81
99604896,0x0171fab512fa4d7d32a2d9c80c58d3da1878c4dee800803fd4df729a71bea9ad,0x39159fdaf5224eee7d03aa20cbf5ac2b9c464444,0.495000,79097496.11,3943,4421,4421,5426,6,24,1.38,1.23,1.00
99606008,0x238bb9f606d7fa693e139455c1641be979c2083b910fad19ec5857f7f2d719a9,0x8f8c2fddb2c808da94f0b025542bac651b044444,0.683100,42473635.22,10132,13963,12251,17236,362,65,1.70,1.23,0.88
99690768,0x65d7eadec9838a5b16c43e28bc3b80e64c5e677618a611a22419c4e56b3d49b9,0x46679e1703fb65f1d094baa4355b4b6513524444,0.683100,93634388.03,4596,6649,5964,15499,28,98,3.37,2.33,0.90
99705312,0x6e4b27ecf40429ce31532e7b074f616c759d5cf56f5b8e4fa116b4e0fc034a1e,0xe8b7b635c33bea2c9ea47ce63759bc16ed4d4444,0.683100,95974777.12,4484,5520,5360,7809,55,69,1.74,1.41,0.97
99710162,0x16a19a8d1aa06a0ced3ec817228983e5cde1b7da4d699e3a97528771f63b523c,0x076ffbc1be7a63897b3a051341fa9d9643034444,0.683100,68793391.21,6256,6256,5393,22657,1794,471,3.62,3.62,0.86
99710894,0x12c178559a9ea374d952a2116087828021a5727e3cd4c78bb17c139add4dba18,0x1919d01184e0d7a3ff709d465e52c8bf85f54444,0.683100,83337591.13,5164,5986,5986,8699,103,53,1.68,1.45,1.00
99711114,0x495b0fc573b15cc09062bb7407d784aee9102b758a917cf642ea83744efc3679,0x5e7677fd2b5ef86dc37e04fee7152c0531404444,0.495000,71747514.24,4346,5291,4752,7730,359,59,1.78,1.46,0.90
99712609,0x5cc59559b0a8658e3135250eac724d35f224fe6d3e65564ba8fe9fa3ffc024f3,0x4c376378757b519e63b967d8a35472176c9b4444,0.683100,82491786.44,5217,6797,6797,34723,259,499,6.66,5.11,1.00
99713461,0xa6b1e15d0f71c77962f92b1035ec9360cf3e695b102f38c360af001e3ca26cd4,0xb9fc18016b5214da5fa23ac62cd2f128744c4444,0.683100,76451158.69,5629,5770,5770,8507,5,31,1.51,1.47,1.00
99716884,0x0914c2dc036d330ed2ca65e6071ff2f49fa2f44cfdfb1c731baa80ce5094c6cf,0x32d9eef6462f800787f9264eab2de0ff997c4444,0.683100,91656405.40,4695,6298,5910,10220,29,67,2.18,1.62,0.94
99717736,0xa06777e91a514bcbf3ad541da1c52c156da2f0cbe1a4ea3aba87ef11152b878a,0x3ce4fdbc1581d73c8594f724b6c4524df79a4444,0.683100,71832606.99,5991,9518,9518,19686,9,70,3.29,2.07,1.00
99717736,0xcdccd495c78fdac6be33744fac42205d48b4411f97f57c2409631b5613c92d42,0x3ce4fdbc1581d73c8594f724b6c4524df79a4444,0.683100,48881999.72,8804,9518,9518,19686,9,70,2.24,2.07,1.00
99717739,0xcb651e036d50b127e986be886aa7fefe3c91ddda72862835cb7c7c23f9b23b94,0xd0b0d46a3b24d4be5df1d292bb0f76938ab54444,0.683100,45868069.58,9382,7010,7010,11376,1,54,1.21,1.62,1.00
99717743,0xaf094079ccc2a066b990ba46b1bb00893b18abd10e68316c8f7c5ccab633864f,0xd0b0d46a3b24d4be5df1d292bb0f76938ab54444,0.683100,56225285.12,7654,10395,10395,10395,2,36,1.36,1.00,1.00
99717778,0x752e7b6d73ac52610c6c32934f9ef432ac5851d6bf07e14864636122318d2c74,0x7db18ed6d28692fc6023df7343d2fca726924444,0.683100,91396979.19,4709,5248,5140,11623,25,87,2.47,2.21,0.98
99720981,0xd341e179f09599b1832bb2a2a325e309215ed47eba375b1b668173b643f7bee2,0x704470092a035cfe490c8aa008367f94ab354444,0.683100,51314701.04,8387,12913,12913,16406,2,60,1.96,1.27,1.00
99721005,0xc897923032a415037f895d19c160ff2bfe7482c672b09469e809e7a0ee3e59b9,0x95bba677f5c71b6ec3fba5a0512b72738dce4444,0.683100,83137973.46,5176,8638,8638,10157,1,149,1.96,1.18,1.00
99721005,0x53612e9b7cf461b975c22f04eb684c529185cde26e46c81f686e76c583174a13,0x95bba677f5c71b6ec3fba5a0512b72738dce4444,0.683100,48634225.39,8849,8638,8638,10157,1,149,1.15,1.18,1.00
99725939,0x030f5f15085bc7ce89d30691b7644dcc5e94b0e4f3ca0765955dd24b21b526f1,0x29789b64862da90200a6aba43743f50292444444,0.683100,68345112.03,6297,14396,10888,20646,10,271,3.28,1.43,0.76
99728303,0xef8e0ebec81998d013c9532b376ef7074eb3940028130269a4ef0e02eebbbb96,0x1c084ee1ad62b4e8c0a3821e2e31c1442b784444,0.683100,44087674.79,9761,16516,16516,17033,3,22,1.74,1.03,1.00
99728303,0xedf7255eaaef492d0cb36fe7469a83626e815570509e5a38e2797b28f6e57886,0x1c084ee1ad62b4e8c0a3821e2e31c1442b784444,0.683100,38714046.87,11116,16516,16516,17033,3,22,1.53,1.03,1.00
99751051,0x7f06fdac906d631b8f5460f8f642decbf250db05846bcb2923b779f025b81cfb,0x0726b51e59e0d6030902ab30ed8ad80cb7b54444,1.287000,57047116.53,14213,20080,20080,22248,1,95,1.57,1.11,1.00
99774258,0x0251c126bab3a3f55176a1445ec76cb5db0853c60a666f8afdf06eb214e9ebb1,0x1275198cbb0a43ebebc1921d2fdf853866c84444,0.683100,41830633.98,10288,12550,11446,47092,686,804,4.58,3.75,0.91
99774794,0x8f14e1db3f5beb3ed1fe75ad6c2d96488119571a8726792a6ca878d4f25e126a,0xc8cf51b188b6abab130abf7aba537abab4914444,0.683100,95296784.48,4516,5338,5338,7325,13,72,1.62,1.37,1.00
99776430,0x561a065e22244515c1ce1507be8025a0d1fbd9e743e6b6559a60f710b55d820a,0x0f220eeeac82bcd9f0abfc6c14c6500d810f4444,0.683100,106182827.85,4053,5801,5003,25691,218,257,6.34,4.43,0.86
99779644,0x9edf4f5ab46ad4ee2219cf79877edf9a043b34f5070566b88a28e3a32b8fe264,0x5a7b9fe42f587e397bac31ea2de2f44b208d4444,0.683100,72083312.59,5970,7756,7756,12916,1,68,2.16,1.67,1.00
99785359,0x2138f16f4c0fed1e0cd9789b72e786034f2e3825ff14e477e644f8408b5c19c7,0x25da1dd150e6976dd4c49d39519d095b27534444,0.495000,69157497.29,4509,5344,5344,9046,60,72,2.01,1.69,1.00
99786375,0x2cbaa65a6fad5a97c4e9e4864cfcbd3360841e727dbd959f58aa8e3711759242,0x693a01471e0c18fab79dbd728637241ac76d4444,0.683100,75456944.63,5703,8119,8119,8119,2,26,1.42,1.00,1.00
99786446,0x23493c3f234a1be68570f57b599e222ee990e390c5fce23acc9008b076f490c2,0x5be7ccadb58ed05aa0e577774b3f32a4336e4444,0.683100,48322215.39,8906,9741,9741,15915,4,166,1.79,1.63,1.00
99788860,0x2752bee7f2de91e3fa8756a2380783537b8a76d891b1fb7fbe29e7469ab43b63,0x70530c9fb4e06b2b9ed3e2a3061b2c06f8f64444,0.683100,96838840.65,4444,5764,5239,8487,34,81,1.91,1.47,0.91
99882524,0x8a5e02203b975a08105ed1fd5b9eff2f35c8074197b84d991f5710902c777ba0,0x8e4d5bbdaa65170692f66a98b4b6a975881d4444,0.683100,17817864.45,24153,27458,26935,33624,51,467,1.39,1.22,0.98
99894170,0xb07e46666b180ef1793f008bdfcd1a9d38399d3fb745c201e919591add5aaceb,0x0563f018368faeaec94bae48eaaad45d772c4444,0.683100,61527688.16,6994,6713,6713,36159,437,1474,5.17,5.39,1.00
99896250,0x760eb74e77f68dffd6dbb3973e641319bf20c425ba7d3b5cbaf9a3726f1a2c39,0xd61ee6dbbc96513c6ccab32d06ca83efefc64444,0.495000,64621244.05,4826,5154,5154,12560,220,189,2.60,2.44,1.00
99910321,0xc6257342bde6a897e0889c7b3f08237363820ae3c2252225120f44702bb6f969,0x961a4bf4a8ae82545989e5ca169dd72a79224444,0.495000,60477408.12,5156,6213,6213,11249,219,173,2.18,1.81,1.00
99922118,0x3f098a6a5efe4736b7e52c0f1aeeaf6a26409c75066b69f05b0c2f2350452ae9,0x43733a53b6de88bfe53bd3f8e189b9c7d1544444,0.495000,68026763.73,4584,5787,5787,8385,1,48,1.83,1.45,1.00
99929359,0x0e5884d2c47942e8b000506f34aa6e6bfee8e163eceaa676b80c2ebafff535d5,0x484a95e9435372b42f489733d35267880d904444,0.495000,75059383.68,4155,4647,4647,8082,84,60,1.95,1.74,1.00
99931246,0x32cb5ca9549c4af431361b4e3d694ad3a8c045635ee852b33712badf06d913db,0x896448475aa4ec7c4ff77a4a3a9cefa3321b4444,0.495000,53072731.81,5876,7982,7186,11658,204,114,1.98,1.46,0.90
99937719,0xd71464c8a3b3be34c18ac2fa225b934782d96d2a530dd8c530b52e0a28101b08,0x94d62d12af1d985c663842ede1bcc1a6399f4444,0.495000,44675049.65,6980,7918,7918,11322,2482,74,1.62,1.43,1.00
99939424,0x592c10a8c5319121bfc7d65272007cbd8c4c9e1ba5e41045489c0f5bece7702e,0xcfa2f07c65b6db7052c127d55cdf817b58b24444,0.683100,91024620.33,4728,5677,5677,6637,21,19,1.40,1.17,1.00
99945522,0xfab8899305183eae29d5658a96b31aec2be9986a4acd02fb1897beda9dd90a26,0x4a712ac5b560ace0e8de0f908394d96b83694444,1.485000,177877820.61,5260,6770,5149,12157,1187,88,2.31,1.80,0.76
99946708,0x1be317ba599fbf2fb04195e02c9166b9605d460176226bf300453734126eead1,0x4a712ac5b560ace0e8de0f908394d96b83694444,1.485000,99983765.83,9357,11256,11256,12157,1,43,1.30,1.08,1.00
99990861,0xcc2c20209ffad7a98e934e2bc6f91b4bff066c6661de0ef2e2a473487807510e,0x9fd6c2d388109a7f1fbfda3080067c2ef1074444,441.747247,53099837.19,5241085,5627461,5627461,7884484,19,232,1.50,1.40,1.00
100097379,0x8b62c2d9b2df1a635bda09ec92301b47908d118b5707923253923e2c30541c1c,0x91894133287ce7c82a29abf3165a5f3a6d144444,0.495000,60378464.11,5165,7516,4465,44114,2307,1310,8.54,5.87,0.59
100098562,0x6e0669e8c1a73b80f495376ac99b8b6d5fe171135baee3534fb093d15336a077,0x2dd66c99ada7dcdd39b7b1fdc6fbd0f22f834444,0.495000,79097496.11,3943,4406,4406,7431,20,95,1.88,1.69,1.00
100100761,0x44426f16be3d9000e4ddf253d22da602d9a9c47aebb4428a24730dd835ee0046,0x91894133287ce7c82a29abf3165a5f3a6d144444,1.485000,31778480.63,29440,31808,31808,35878,1,469,1.22,1.13,1.00
100100886,0xfcde98bbb9c3f0f46b8fa85bdb8ea084c61a706b6329c15000b827fc70ec09e0,0x9b76e66ff5a26dc76abff859aed3f6b4d57a4444,0.683100,95352342.08,4513,6620,6620,6620,2,21,1.47,1.00,1.00
100108065,0x0d255460aabe5b3e1b2ffaefd97de7800489395f6bc134fc56948639683591ef,0x9688e35f92e09dfaa4c0a3dc103e074755a54444,0.683100,69071310.27,6231,8310,4947,9430,983,151,1.51,1.13,0.60
100108531,0x0a05e272ba27ad8d759251416f24183d0c161ad24d80ea551c2132d9229244a9,0xf55dfed53eff463339e238ed1580a84ad2654444,0.683100,105893726.09,4064,5405,5405,23114,360,342,5.69,4.28,1.00
100115632,0x09cbc8ae1ed7652baae67da5814abb22fb5cede39df4025030c88e3a36d7fc88,0xd84fd7cf11cecbe713494ef81f4cf2988d8d4444,0.683100,91656405.40,4695,5399,5399,9666,53,120,2.06,1.79,1.00
