d_block,d_token,d_tx,d_gas_gwei,d_idx,d_rank_in_buys,n_buy_txs,n_before,n_after,n_same_token_competitors,before_max_gas_gwei,after_max_gas_gwei
99355867,0x8c64081aefad814b33ba3edd223017e807ad4444,0x125881e0594199fa4220a7d78af0ec57af0f862989105eb3e1259d8554fcc997,7.00,0,0,3,0,2,0,0.00,0.12
99337705,0xea26a9b57b33e6f2b11f07102da89b6127554444,0x5964e2f430fb20c6481e35d798aa76bd242e70f4d1597467ebfdb7278f8ba776,7.00,1,0,8,0,7,0,0.00,5.00
99356867,0xa973d0662abe20224a4ca448c678412ebd904444,0x60172a4bcd68e2de4e52d6aed48c9098c5f6ff2b0a2c2376539b9005a0078e10,7.00,24,0,1,0,0,0,0.00,0.00
99370888,0x4fb60e7a62745dccb2e155035eb22811b4be4444,0xa7d36ba708ecc804ff939bcf1faceb9407d5b9e74e411fbd411681280a81131b,7.00,1,0,2,0,1,0,0.00,5.00
99365521,0xbd1d873241c33fb325635f78c187918c6cb74444,0x99643b36e60d00ebd490118585dedb3e84eb2e986aa2e8586f724decd32e607e,92.00,2,0,4,0,3,0,0.00,10.00
99368402,0x539cd616d4e7ec2de24b7d1df65724fe11404444,0x799978d3ce53a43580f81ad940fac1cb22a267d59443059c1e7fb13357e3a5b5,7.00,1,0,2,0,1,0,0.00,0.12
99367769,0x63af4b584f150a204e2642c1b8ea248caa5d4444,0xb64b8f48fc2f1a0684cf315efeb16417119f22152c701259e2aadd5936fdd89e,7.00,1,0,4,0,3,0,0.00,0.12
99372130,0x2723999a5d2a9a757a19d189cc5ce6f24fe54444,0x5bf83f86a733ad0311db21e5db0abbb924529f326286e7ca1dca6e282c1fd01c,7.00,13,0,1,0,0,0,0.00,0.00
99378149,0x708559dfa8fcc534c953d63de933254a10c04444,0xee88bd20007995777c3bfd5ae164a415b55f3a75fd284f88722b02841df6691b,7.00,3,1,7,1,5,0,4.00,2.01
99378382,0x885936a0b5810ce839b102741d77659cbd544444,0x33c744f19ba6268e2a94580a33db6f7f5a9c1dce6b63db31b364d0b876422315,92.00,2,0,2,0,1,0,0.00,2.00
99529152,0xa5df347f5b227ce66b320d0177c5c8f771c64444,0xe840ea01dfbeb09b8d9f7fab23435424107f9a2fd5de8d7c5e7bdc62355feef5,7.00,1,0,3,0,2,0,0.00,1.00
99378718,0xad2a6109d13a5400545545b4210bebf271224444,0xb71b873b8955fe65d961c2cc4b2180a591c1dfac6669b790d4194a2db3659e13,7.00,1,0,2,0,1,0,0.00,0.12
99414628,0x8c604a79a86295eb9073dfb5c83a43cbce1a4444,0x9d169cfcc1b7ad367de76605717718f821ad9e728bb9078806cb92980033bd40,7.00,1,0,1,0,0,0,0.00,0.00
99401902,0xa44208b5bfa96d860764cf0cd8556904098e4444,0xd59112df060fa59fe8a3c38f863459521df7ac0bfda6314ba094f804624da532,92.00,2,0,2,0,1,0,0.00,0.12
99545313,0xc3126fd8b5f80d04ce98ce140bdbb621480a4444,0xe428886596547fbf784d13d38e61605e4a18aea867d5765a10b9d2ffe7dcaee8,7.00,11,0,1,0,0,0,0.00,0.00
99534402,0x16a56bba51c740ed360ba0d4761627c974244444,0xf365307450aad7887723933b0c129b77c44707be3b0688c4f08d3fce58f65563,92.00,2,0,5,0,4,0,0.00,2.00
99551625,0x00e12c5635b7c0f93ced80e0566ccb5596544444,0x490bed1bed2bf15d715c854a61c146f3629ad35692bfa313b078ec1d882b16b1,92.00,2,0,3,0,2,0,0.00,0.12
99551660,0x5c7065821f6ced2a36720720c85e5d94b8aa4444,0xfce4cea9796b089284fb4f419ccefcf385f435f56485e834a4f1b7ea5604078f,92.00,2,0,5,0,4,0,0.00,2.00
99551896,0x44e9f4b7f9dc585cdd464ad00aa7a50b0fea4444,0x2e516b899ae461a0405e70cfe3b3f23d3fe8d72d94ce90f28202034e246ec122,7.00,1,0,3,0,2,0,0.00,0.50
99556176,0xc728f0ea2d860ec3773d6f624fe94fa1bf8c4444,0xd8cb9a03616cdb5e669543fcc0454509c8d51a12b58e8b412df92a85bc5c76ce,92.00,18,1,2,1,0,0,0.12,0.00
99556527,0x036e590c1564cfb1d3a245dcea8ae316ab4b4444,0xa949d2b1de66ce4e573fcb8b4d14eecb1f84b42e720a654668324a1fdfe4c4dc,7.00,1,0,3,0,2,0,0.00,0.30
99567001,0xb62207cda56c7bf17e869f2b30cc077b19ad4444,0x9f788a4ec0b3f15c854d45d2e9c586c5912531b6d6b5ace0b5ab55ef837b1c9e,7.00,1,0,1,0,0,0,0.00,0.00
99551935,0x7981dcdc97cbba350fee82a3403cd498f9a04444,0x85866dd9eb4bc561d4034ecf9bc746a89246dd953e3b749013264fdd6981705f,92.00,27,3,9,3,5,0,22.00,22.00
99564062,0xad6195371dd614f7183af130f7264774f1054444,0x40fd73ec04202fedfdc2bc68ea1c2a30bf7ccb14417b8b565ebdc1fdef8d8322,92.00,93,1,3,1,1,0,0.10,0.26
99574858,0x0d9978ba84c82c42adf2514a9b58dd78474d4444,0xf73059e0c34c0358d3fadebd07662cd063b8064bc4c46e8c707b646d5879d946,7.00,1,0,1,0,0,0,0.00,0.00
99577835,0x0dd20f783314ff233112a0e91c96e401bdfc4444,0x710a0d5d2dd095f2e7073c631615a3cd1f8a878b8d93798fd8458a85a96f7e0d,92.00,2,0,2,0,1,0,0.00,0.26
99562892,0xf3f882d95e59671896dc60472d696b0701d04444,0xdf07f5ccdb1f2f3ce9c49e503d362e6f554f35859822bdc5b06e65c09f3a33a4,92.00,2,0,2,0,1,0,0.00,30.00
99577863,0x42875f8431d4dd1a9b54511b04fa201c04254444,0xa35881d88c1e2875af8da918503b42a5494ee5fa09777b20e9db4530142b32e6,7.00,1,0,3,0,2,0,0.00,0.12
99578155,0x33cdff4c0951836d4ce59615ed30770a8eda4444,0xe35e71f00f9a3b1ead773772eab67a221b27faa6c4ffab22aafc82d3c28dcc2b,7.00,1,0,5,0,4,0,0.00,0.30
99592917,0x41f996942138079677cc73acbb8349f702d34444,0x2b79d6367f12562bb6df787339f62ffd70a3f0d1e44f869a3c27a0a7db0acb39,92.00,2,0,14,0,13,0,0.00,88.00
99604896,0x39159fdaf5224eee7d03aa20cbf5ac2b9c464444,0x0171fab512fa4d7d32a2d9c80c58d3da1878c4dee800803fd4df729a71bea9ad,7.00,2,0,1,0,0,0,0.00,0.00
99606008,0x8f8c2fddb2c808da94f0b025542bac651b044444,0x238bb9f606d7fa693e139455c1641be979c2083b910fad19ec5857f7f2d719a9,7.00,3,0,1,0,0,0,0.00,0.00
99594608,0x9651510c764afc00c1b06e55838d61844c62ffff,0x50b137b30430330aff7a84375deacebf0371c468eefc478a1c8b286662652422,7.00,51,1,2,1,0,0,1.00,0.00
99690768,0x46679e1703fb65f1d094baa4355b4b6513524444,0x65d7eadec9838a5b16c43e28bc3b80e64c5e677618a611a22419c4e56b3d49b9,92.00,50,1,2,1,0,0,0.12,0.00
99705312,0xe8b7b635c33bea2c9ea47ce63759bc16ed4d4444,0x6e4b27ecf40429ce31532e7b074f616c759d5cf56f5b8e4fa116b4e0fc034a1e,7.00,1,0,2,0,1,0,0.00,0.12
99710162,0x076ffbc1be7a63897b3a051341fa9d9643034444,0x16a19a8d1aa06a0ced3ec817228983e5cde1b7da4d699e3a97528771f63b523c,92.00,15,0,1,0,0,0,0.00,0.00
99711114,0x5e7677fd2b5ef86dc37e04fee7152c0531404444,0x495b0fc573b15cc09062bb7407d784aee9102b758a917cf642ea83744efc3679,7.00,1,0,2,0,1,0,0.00,0.12
99710894,0x1919d01184e0d7a3ff709d465e52c8bf85f54444,0x12c178559a9ea374d952a2116087828021a5727e3cd4c78bb17c139add4dba18,7.00,1,0,1,0,0,0,0.00,0.00
99713461,0xb9fc18016b5214da5fa23ac62cd2f128744c4444,0xa6b1e15d0f71c77962f92b1035ec9360cf3e695b102f38c360af001e3ca26cd4,92.00,2,0,2,0,1,0,0.00,0.12
99716884,0x32d9eef6462f800787f9264eab2de0ff997c4444,0x0914c2dc036d330ed2ca65e6071ff2f49fa2f44cfdfb1c731baa80ce5094c6cf,92.00,2,0,2,0,1,0,0.00,0.66
99712609,0x4c376378757b519e63b967d8a35472176c9b4444,0x5cc59559b0a8658e3135250eac724d35f224fe6d3e65564ba8fe9fa3ffc024f3,92.00,2,0,1,0,0,0,0.00,0.00
99717736,0x3ce4fdbc1581d73c8594f724b6c4524df79a4444,0xa06777e91a514bcbf3ad541da1c52c156da2f0cbe1a4ea3aba87ef11152b878a,92.00,2,0,5,0,4,0,0.00,92.00
99717736,0x3ce4fdbc1581d73c8594f724b6c4524df79a4444,0xcdccd495c78fdac6be33744fac42205d48b4411f97f57c2409631b5613c92d42,92.00,53,4,5,4,0,0,92.00,0.00
99717743,0xd0b0d46a3b24d4be5df1d292bb0f76938ab54444,0xaf094079ccc2a066b990ba46b1bb00893b18abd10e68316c8f7c5ccab633864f,92.00,2,0,2,0,1,0,0.00,33.00
99717739,0xd0b0d46a3b24d4be5df1d292bb0f76938ab54444,0xcb651e036d50b127e986be886aa7fefe3c91ddda72862835cb7c7c23f9b23b94,92.00,2,0,7,0,6,0,0.00,101.00
99717778,0x7db18ed6d28692fc6023df7343d2fca726924444,0x752e7b6d73ac52610c6c32934f9ef432ac5851d6bf07e14864636122318d2c74,92.00,2,0,3,0,2,0,0.00,0.12
99720981,0x704470092a035cfe490c8aa008367f94ab354444,0xd341e179f09599b1832bb2a2a325e309215ed47eba375b1b668173b643f7bee2,92.00,2,0,3,0,2,0,0.00,75.00
99725939,0x29789b64862da90200a6aba43743f50292444444,0x030f5f15085bc7ce89d30691b7644dcc5e94b0e4f3ca0765955dd24b21b526f1,92.00,2,0,7,0,6,0,0.00,25.00
99721005,0x95bba677f5c71b6ec3fba5a0512b72738dce4444,0xc897923032a415037f895d19c160ff2bfe7482c672b09469e809e7a0ee3e59b9,92.00,2,0,6,0,5,0,0.00,110.00
99721005,0x95bba677f5c71b6ec3fba5a0512b72738dce4444,0x53612e9b7cf461b975c22f04eb684c529185cde26e46c81f686e76c583174a13,92.00,61,3,6,3,2,0,110.00,2.00
99728303,0x1c084ee1ad62b4e8c0a3821e2e31c1442b784444,0xef8e0ebec81998d013c9532b376ef7074eb3940028130269a4ef0e02eebbbb96,92.00,2,0,7,0,6,0,0.00,92.00
99728303,0x1c084ee1ad62b4e8c0a3821e2e31c1442b784444,0xedf7255eaaef492d0cb36fe7469a83626e815570509e5a38e2797b28f6e57886,92.00,4,1,7,1,5,0,92.00,12.00
99751051,0x0726b51e59e0d6030902ab30ed8ad80cb7b54444,0x7f06fdac906d631b8f5460f8f642decbf250db05846bcb2923b779f025b81cfb,92.00,2,0,2,0,1,0,0.00,93.00
99774258,0x1275198cbb0a43ebebc1921d2fdf853866c84444,0x0251c126bab3a3f55176a1445ec76cb5db0853c60a666f8afdf06eb214e9ebb1,7.00,2,0,2,0,1,0,0.00,0.12
99786375,0x693a01471e0c18fab79dbd728637241ac76d4444,0x2cbaa65a6fad5a97c4e9e4864cfcbd3360841e727dbd959f58aa8e3711759242,7.00,38,0,1,0,0,0,0.00,0.00
99779644,0x5a7b9fe42f587e397bac31ea2de2f44b208d4444,0x9edf4f5ab46ad4ee2219cf79877edf9a043b34f5070566b88a28e3a32b8fe264,92.00,2,0,4,0,3,0,0.00,100.00
99776430,0x0f220eeeac82bcd9f0abfc6c14c6500d810f4444,0x561a065e22244515c1ce1507be8025a0d1fbd9e743e6b6559a60f710b55d820a,92.00,299,4,6,4,1,0,5.00,2.00
99785359,0x25da1dd150e6976dd4c49d39519d095b27534444,0x2138f16f4c0fed1e0cd9789b72e786034f2e3825ff14e477e644f8408b5c19c7,7.00,1,0,2,0,1,0,0.00,0.12
99774794,0xc8cf51b188b6abab130abf7aba537abab4914444,0x8f14e1db3f5beb3ed1fe75ad6c2d96488119571a8726792a6ca878d4f25e126a,7.00,1,0,1,0,0,0,0.00,0.00
99786446,0x5be7ccadb58ed05aa0e577774b3f32a4336e4444,0x23493c3f234a1be68570f57b599e222ee990e390c5fce23acc9008b076f490c2,7.00,63,6,7,6,0,0,10.00,0.00
99788860,0x70530c9fb4e06b2b9ed3e2a3061b2c06f8f64444,0x2752bee7f2de91e3fa8756a2380783537b8a76d891b1fb7fbe29e7469ab43b63,92.00,2,0,3,0,2,0,0.00,0.12
99894170,0x0563f018368faeaec94bae48eaaad45d772c4444,0xb07e46666b180ef1793f008bdfcd1a9d38399d3fb745c201e919591add5aaceb,92.00,2,0,4,0,3,0,0.00,0.12
99896250,0xd61ee6dbbc96513c6ccab32d06ca83efefc64444,0x760eb74e77f68dffd6dbb3973e641319bf20c425ba7d3b5cbaf9a3726f1a2c39,7.00,1,0,2,0,1,0,0.00,2.00
99882524,0x8e4d5bbdaa65170692f66a98b4b6a975881d4444,0x8a5e02203b975a08105ed1fd5b9eff2f35c8074197b84d991f5710902c777ba0,7.00,1,0,6,0,5,0,0.00,68.00
99910321,0x961a4bf4a8ae82545989e5ca169dd72a79224444,0xc6257342bde6a897e0889c7b3f08237363820ae3c2252225120f44702bb6f969,7.00,1,0,1,0,0,0,0.00,0.00
99922118,0x43733a53b6de88bfe53bd3f8e189b9c7d1544444,0x3f098a6a5efe4736b7e52c0f1aeeaf6a26409c75066b69f05b0c2f2350452ae9,7.00,1,0,1,0,0,0,0.00,0.00
99929359,0x484a95e9435372b42f489733d35267880d904444,0x0e5884d2c47942e8b000506f34aa6e6bfee8e163eceaa676b80c2ebafff535d5,7.00,1,0,3,0,2,0,0.00,0.06
99931246,0x896448475aa4ec7c4ff77a4a3a9cefa3321b4444,0x32cb5ca9549c4af431361b4e3d694ad3a8c045635ee852b33712badf06d913db,7.00,1,0,1,0,0,0,0.00,0.00
99937719,0x94d62d12af1d985c663842ede1bcc1a6399f4444,0xd71464c8a3b3be34c18ac2fa225b934782d96d2a530dd8c530b52e0a28101b08,7.00,1,0,2,0,1,0,0.00,0.12
99939424,0xcfa2f07c65b6db7052c127d55cdf817b58b24444,0x592c10a8c5319121bfc7d65272007cbd8c4c9e1ba5e41045489c0f5bece7702e,7.00,1,0,8,0,7,0,0.00,18.88
99990861,0x9fd6c2d388109a7f1fbfda3080067c2ef1074444,0xcc2c20209ffad7a98e934e2bc6f91b4bff066c6661de0ef2e2a473487807510e,92.00,3,0,1,0,0,0,0.00,0.00
99946708,0x4a712ac5b560ace0e8de0f908394d96b83694444,0x1be317ba599fbf2fb04195e02c9166b9605d460176226bf300453734126eead1,7.00,1,0,1,0,0,0,0.00,0.00
100098562,0x2dd66c99ada7dcdd39b7b1fdc6fbd0f22f834444,0x6e0669e8c1a73b80f495376ac99b8b6d5fe171135baee3534fb093d15336a077,7.00,1,0,1,0,0,0,0.00,0.00
100100886,0x9b76e66ff5a26dc76abff859aed3f6b4d57a4444,0xfcde98bbb9c3f0f46b8fa85bdb8ea084c61a706b6329c15000b827fc70ec09e0,92.00,73,2,3,2,0,0,1.00,0.00
100097379,0x91894133287ce7c82a29abf3165a5f3a6d144444,0x8b62c2d9b2df1a635bda09ec92301b47908d118b5707923253923e2c30541c1c,7.00,34,0,1,0,0,0,0.00,0.00
100100761,0x91894133287ce7c82a29abf3165a5f3a6d144444,0x44426f16be3d9000e4ddf253d22da602d9a9c47aebb4428a24730dd835ee0046,92.00,7,0,1,0,0,0,0.00,0.00
100108531,0xf55dfed53eff463339e238ed1580a84ad2654444,0x0a05e272ba27ad8d759251416f24183d0c161ad24d80ea551c2132d9229244a9,7.00,1,0,1,0,0,0,0.00,0.00
100115632,0xd84fd7cf11cecbe713494ef81f4cf2988d8d4444,0x09cbc8ae1ed7652baae67da5814abb22fb5cede39df4025030c88e3a36d7fc88,92.00,2,0,1,0,0,0,0.00,0.00
100119792,0xf07345eed922bf3129e84455bed4f39b91874444,0xee72c8f8261df37c1240fd38c62f74317687936c2a57f1086108b5c8842d9902,92.00,2,0,1,0,0,0,0.00,0.00
100108065,0x9688e35f92e09dfaa4c0a3dc103e074755a54444,0x0d255460aabe5b3e1b2ffaefd97de7800489395f6bc134fc56948639683591ef,7.00,1,0,1,0,0,0,0.00,0.00
99945522,0x4a712ac5b560ace0e8de0f908394d96b83694444,0xfab8899305183eae29d5658a96b31aec2be9986a4acd02fb1897beda9dd90a26,92.00,2,0,4,0,3,0,0.00,0.12
100146611,0x13f702763b36ec18be2811a0c7fc4aa574e54444,0x90eeb6796ffd636b0fac09df291e722b43bfbe3a3b20a24fbccdefae40354beb,7.00,34,0,1,0,0,0,0.00,0.00
100120695,0x05eebfe46b61fe9fbdca2ca1ccf09226a9054444,0x42ef2ae6b118cd3d38ce0ee9e9173560d7b338d082bc1d8795ff3ef0a32b6b83,7.00,1,0,5,0,4,0,0.00,55.00
100125029,0x50b1fe308606f632e0bc2b3580c3e2331f7d4444,0xe9990a7339c904091d2333ab6659758926167a4c8a9aad10e86f5ddae722bf07,7.00,1,0,1,0,0,0,0.00,0.00
100151843,0x79d33d89074e0f716d4d307cf965c6eee6d94444,0x61daa3eb2318f72eca1a18d4d4c836d6d8de3a0fe87d11f718839e79f15f1fb7,7.00,1,0,1,0,0,0,0.00,0.00
100152317,0xccab825d0bdcf6584bdacb00b4ea93b778a84444,0x37d24ac60402cc766b9e9d25f5ad43b7a0bd9af2a43d6c4dc224e3316444ad8e,92.00,2,0,4,0,3,0,0.00,1.00
100152441,0x5b3a794fdaf3a33fdfcc466cbe8575aeb2c64444,0x650a2c0cfeb144d99bdf3f544c979173228d04bf645ed83abcca5c2cf3077c0b,92.00,2,0,4,0,3,0,0.00,92.00
100152473,0x5b3a794fdaf3a33fdfcc466cbe8575aeb2c64444,0x9308e1dc3d282291933808e98ca25d2ba7487c18a1b2abc1c8d50e17a3ad51ec,7.00,1,0,10,0,9,0,0.00,20.00
100153570,0x92c1bdbc320b9f476ef691540b112fe31ebb4444,0xa4d6f76271aebba1fabbb9e9f72ba9b788fdfe7bb2b95ea4d5fa140e849e3f66,7.00,1,0,13,0,12,0,0.00,7.00
100152318,0xccab825d0bdcf6584bdacb00b4ea93b778a84444,0x8ec80d44bf907a5daad2687b8bc0cb31512f3dec630e959a96b46a27937a93ce,92.00,2,0,5,0,4,0,0.00,5.00
100176333,0x3a753bcb831c1b8b0acbb01a9168bd5d497d4444,0xfc44901fc8a9f5daaaaadbd5fd2176586c541c69fac700aa0a0ff0623870a386,7.00,1,0,1,0,0,0,0.00,0.00
100152425,0x4ac6daaa85d0bcd9754b653759fb967c16774444,0x89504c9f29f0be3849a1c9afe75993402f4d6913dce2aa6be85fd95084d59764,92.00,2,0,6,0,5,0,0.00,100.00
100152441,0x5b3a794fdaf3a33fdfcc466cbe8575aeb2c64444,0x9b711b9e97f089479af9860c0e43a579b2a2624b9cae44ad2522c86975aab72a,92.00,102,3,4,3,0,0,92.00,0.00
100152483,0x5b3a794fdaf3a33fdfcc466cbe8575aeb2c64444,0x5ca5ad1376802f02e1ea5d8bef19e216170743ec2b94dff2921da1d627f13f18,7.00,71,6,18,6,11,0,3.00,15.00
100152468,0x5b3a794fdaf3a33fdfcc466cbe8575aeb2c64444,0x42a65b66a4758844e1c8f74b7b5e073ec455970e15cf3c7fdb0d15e10e1255e5,7.00,2,0,6,0,5,0,0.00,0.12
100281756,0x14b53ebc7aed5518e5983401613a2b65d0dd4444,0x0127732f0e58adf446150ce12214cdfdbc96e0d57ab69defae4324d4cfb5a255,92.00,2,0,2,0,1,0,0.00,0.12
100281549,0x0750b3cb44e5374e15cd591d0b53b70d7e994444,0xaa8bc7064c03f22c0a1c838d250e5815db8aa379f86a7a38fef42d1e3cdc6d89,92.00,2,0,5,0,4,0,0.00,0.12
100293720,0x63ea32b46277e97d0a8e04c6d3ffbf06c34e4444,0x381bf8966cb42fd82d0c8fa91193e11324d0017bb3155679b3e723eabec27a14,7.00,60,0,1,0,0,0,0.00,0.00
100296098,0x302c29cf6caa8bb00f5bd3d68a6fd8b26cb24444,0x76010f79d5550a73ca8cb9f5cedffa33d9f26bc764ea5e032ff4911eb69e9608,92.00,101,0,1,0,0,0,0.00,0.00
100178782,0x1c1524b5e748bc3d0ac14695b624a574e0724444,0x2460e802ae1d97f76c59cb7da15d81c9aff2fcb3705d72ad571f38e51d8ae253,92.00,2,0,2,0,1,0,0.00,0.13
100322495,0xfee313e54f52afa6054fdc50ee96aae1f07a4444,0x765f829878e5fe2d67fd757c0b442d2832f89ccad33c00f6783c7e0d04e19912,7.00,71,0,1,0,0,0,0.00,0.00
100328795,0x2bad0f6c9d10d7835e1b89060fb263e1783b4444,0x46541804215ce6865f040a6efadd1738a7ac5a9d211be15cde469038eae623b6,92.00,2,0,1,0,0,0,0.00,0.00
100329569,0xff6113ed015fb19c1e3633d07f7a4ee5b13c4444,0x428810f90fdb4f6170dd55684a1e5807c66a5d0d3e70a8ec996f233ecea2a82e,92.00,2,0,3,0,2,0,0.00,0.12
100333107,0xd833f9621fd50277d626832378147e82959c4444,0x0a654b990bae486400093aeb405c20789cf030709353e5237a079d9dcb7ad7f4,92.00,2,0,1,0,0,0,0.00,0.00
100356170,0x0b055dedff99068c76e1b54d0a5ca79140b74444,0xab8922f6d328a6ebcda0e1448458567d63e78baa09d7229dac1055db3adc1730,7.00,58,0,1,0,0,0,0.00,0.00
100348120,0x0e6c5735501d621a0bd42888eb8724679d614444,0x610387b375511de67c2155c2426025c354a0d7c89a8ea109313a6f56c93e2b5c,92.00,2,0,4,0,3,0,0.00,14.00
100356196,0x0b055dedff99068c76e1b54d0a5ca79140b74444,0x732e302f54075907dcd0cf90f58a0592ee902b80f6d322398a56195b91e0a961,7.00,6,0,2,0,1,0,0.00,0.12
100487734,0xeeab7cfed4d5187a6f3020ffa17771857c7b4444,0xad7333d528b0ba78cda86d0976ea1f71dce053eb2bda6e703811ef827da0ff23,7.00,1,0,1,0,0,0,0.00,0.00
100486990,0x357b0f7c1d51269789e330ad4e3adebb37a14444,0x35e77817cc2a97e61fbffd07484f534ad7d018ab8c99058ffd9d70fccd9d0a92,7.00,1,0,1,0,0,0,0.00,0.00
100487889,0x4e08e9e3e264413adacbda5499dc64d84b684444,0x2bc1c5f83f1548d46227925b879b005ed22452eeff4ccd15b3b218d46894c370,92.00,2,0,1,0,0,0,0.00,0.00
100487917,0x4e08e9e3e264413adacbda5499dc64d84b684444,0x401f0ca26d89c3cce300c444814abae22acdd59962819e55096538353c6deb05,7.00,1,0,2,0,1,0,0.00,2.00
100356136,0x3e385361a06de4dd4115ee071ffccb506df34444,0x20b98aa4d3c723138232cb2c9e7bfc4d48504af1eaca9becf4e3f24b9f5b109e,7.00,116,4,5,4,0,0,5.00,0.00
100473365,0x6657adbcaa70f579a46a13dbab7961695e434444,0x60974dc31fdf542ee65423ed94c0320d8e42aed3287db54c3ce8a61fa09b52e1,7.00,1,0,1,0,0,0,0.00,0.00
100488574,0xa3f6192745f98f78879b0aae550372ee0f1b4444,0x697c7df86458ac9ff5df7633b47021e30af49b3e1c59f67c3ad99befdc40720a,7.00,1,0,1,0,0,0,0.00,0.00
100328395,0xec58ef20733e410d601cab08e5adc769424f4444,0x9cde8cc2865fa65b2519097f894ffdf16882fd4304a5eddb252382f6a957970b,92.00,2,0,4,0,3,0,0.00,1.00
100492222,0x4900cd0a3d18374bb7c776a71b7fb24271074444,0x9b800fffc84fade7f6c182edda6be53f9f8691568089906ad7a72be9e136a447,7.00,4,1,2,1,0,0,8.00,0.00
100496731,0xfb7b26072f286406cf2d0b5065a7d91e67b94444,0x9e4e583102c690e5550d1fb77c58b9321947dd909a7e09cb33f4c9fe9b11c6d7,7.00,38,0,1,0,0,0,0.00,0.00
100497203,0xaa8ba2b3904efd96b63582e98845f8f03a494444,0x18f881a966b4b03f60b70e64ae3ea14a5fb9b9266b0e7e8a12d9acec2b2073ff,92.00,2,0,2,0,1,0,0.00,92.00
100497203,0xaa8ba2b3904efd96b63582e98845f8f03a494444,0x07425626136528e6b54f390b44e1445d947f1b79579999905161077eb647a976,92.00,77,1,2,1,0,0,92.00,0.00
100501186,0x477d7dcabab243efd65c7851294a412b7e6a4444,0x970763a9690fd4a61c747f866f658ea26cb2e570db83decfc9912cae5d3ef748,7.00,1,0,2,0,1,0,0.00,0.05
100497486,0x9d601dae218b319899983337a6bd3780bfb84444,0xcc9f3b3b7b85d3355e742051d4aa1557f2eb5fa304f211549e5b6076604e35bd,92.00,2,0,7,0,6,0,0.00,3.00
100534500,0x36350bc624d09357f0f38cecc162fac4bca84444,0x1f6effbdafed9dcaf57a77ed10cf52a924266a713df27d47b0963d936cb68767,92.00,2,0,1,0,0,0,0.00,0.00
100522043,0x6657adbcaa70f579a46a13dbab7961695e434444,0xaa3e45adf6103f17739116e7a68f238f1f40d282d4b47efad4628b7f032b1d37,7.00,1,0,1,0,0,0,0.00,0.00
100519860,0xbd0be2e16948f7af29c7c048ae818cc271e54444,0x7116b1f6fafebbff1c4dfa9f72d0e380961e93c74591b3c43ff15cc33cb8d0bc,92.00,75,1,2,1,0,0,3.00,0.00
100519974,0x1c2ee8a2ed2be3bbbb36935fb1049fa849e34444,0x807624d916edad44edcfc7b2f31ff8f930f3f46ad45194de7c0d5a6e1347b97b,92.00,2,0,3,0,2,0,0.00,15.00
100539802,0x0924a9743909aa6de5b2347191825f8f9c764444,0x5374d2fb9f56715f043d0e0ad38f5ba52d1258f6261e6b083023dbdc4e27992d,92.00,2,0,5,0,4,0,0.00,1.20
100538865,0xca63471f4393e5e9d5ed709c5499407767164444,0xc7985fa2fba1caa1ccf752d6c48fb7904c7db353935436e97299c84d6ae57305,7.00,1,0,1,0,0,0,0.00,0.00
100544099,0x6bdfb4ae8b60bea441977d7a0bed55d4966e4444,0xae83e13c742218ab661fc4c1a61b9936df5ecb8976b9bfcb60fa49a8a4a5fe28,92.00,2,0,3,0,2,0,0.00,75.00
100544080,0x9063af25aefbba7ac8d33e2c39ae8e6674bf4444,0x2d350aa108697cb765931afec7266fb1d2796474aa233548a2f6b26416c1d182,92.00,2,0,2,0,1,0,0.00,10.00
100535922,0xd5ffda00a91425a947011d60b96a4ed830144444,0x10ae17198ae1c5a57be7f1cf84035e04680caf83afe0d429de6ad1c8e408b0a0,92.00,2,0,1,0,0,0,0.00,0.00
100536560,0xd5ffda00a91425a947011d60b96a4ed830144444,0x67e9864a599569c5b7232b7c08c0458820add259292a3e2491b574a77043dfe4,7.00,1,0,3,0,2,0,0.00,0.12
100544686,0xbef5dd01ef8a7d5fa4b8d09cf1379115909a4444,0x2d53cba1d995e73ed85e92d78656e068e29a62ae6512a0f31d281afbc7f02bda,7.00,1,0,1,0,0,0,0.00,0.00
100548106,0xff7d8d368d049b90ad7d05b8f2d0754f89544444,0x56b2e7c52ca1b9a8af8b65554e63bb43fa0625d49d25f87c2ff3fb2e52d72af5,7.00,81,0,1,0,0,0,0.00,0.00
100710183,0xf524e6ffaefac2a36d37f854d8b06e1750864444,0xf6688bafb20eccb81d46d3bec801dff8106914f79970ac398cc42cae9dabdc69,7.00,77,0,1,0,0,0,0.00,0.00
100565805,0x2b6e3d7141efba79b0856e911c7aed001e744444,0x0fce647478e9f30f850fff7ed53a170abb1b86593a789009e58fe55963dc6680,7.00,1,0,1,0,0,0,0.00,0.00
100672100,0xeb42bbb7e5f813b980c8658501905292e6a34444,0xd6a442f0283491270ad4fd4f9ce09b624a3f22279ce325ae435e814871a7981b,7.00,1,0,2,0,1,0,0.00,0.12
100565854,0x1dd172d6d41722c825d23e04dbf91dc56bcd4444,0x10be3035aaa471ece625a13f52abb20679ab26b006f9a71c255da24c1d3e6037,7.00,1,0,8,0,7,0,0.00,4.00
100680956,0x69650136a0be168403f27a21f12d1c529a964444,0xa225d96687310c476f8f84e04ba736d2eb70eb9a0f4e0f06da87cbd7de44df6f,7.00,3,0,1,0,0,0,0.00,0.00
